"source_city_name","source_lng","source_lat","source_country_name","source_country_code","source_continent","target_city_name","target_lng","target_lat","target_country_name","target_country_code","target_continent"
"Papeete",-149.568888888,-17.539722222,"Fr. Polynesia","PF","Oceania","Nice",7.268333333,43.701944444,"France","FR","Europe"
"Patras",21.733333333,38.25,"Greece","GR","Europe","Saint-Étienne",4.389722222,45.433888888,"France","FR","Europe"
"Oran",-0.633055555,35.696944444,"Algeria","DZ","Africa","Toulon",5.930555555,43.125,"France","FR","Europe"
"Banja Luka",17.1925,44.7725,"Bosnia and Herz.","BA","Europe","Novi Sad",19.831666666,45.264444444,"Serbia","RS","Europe"
"Erbil",44.009444444,36.191111111,"Iraq","IQ","Asia","Brașov",25.6,45.65,"Romania","RO","Europe"
"Hamilton",-79.869166666,43.256666666,"Canada","CA","North America","Mangaluru",74.8425,12.871666666,"India","IN","Asia"
"Banja Luka",17.1925,44.7725,"Bosnia and Herz.","BA","Europe","Patras",21.733333333,38.25,"Greece","GR","Europe"
"Pau",-0.37,43.300833333,"France","FR","Europe","Setúbal",-8.892611111,38.524305555,"Portugal","PT","Europe"
"Erbil",44.009444444,36.191111111,"Iraq","IQ","Asia","Mardin",40.735,37.313055555,"Turkey","TR","Asia"
"Gorzów Wielkopolski",15.25,52.733333333,"Poland","PL","Europe","Jeddah",39.172777777,21.542777777,"Saudi Arabia","SA","Asia"
"Callao",-77.139166666,-12.052222222,"Peru","PE","South America","Cartagena de Indias",-75.525277777,10.423611111,"Colombia","CO","South America"
"Callao",-77.139166666,-12.052222222,"Peru","PE","South America","Santa Ana",-89.556608333,13.994744444,"El Salvador","SV","North America"
"Callao",-77.139166666,-12.052222222,"Peru","PE","South America","Paita",-81.1,-5.066666666,"Peru","PE","South America"
"Talara",-81.266666666,-4.583333333,"Peru","PE","South America","Paita",-81.1,-5.066666666,"Peru","PE","South America"
"Tlemcen",-1.316666666,34.882777777,"Algeria","DZ","Africa","Florence",11.254166666,43.771388888,"Italy","IT","Europe"
"Zenica",17.903888888,44.201666666,"Bosnia and Herz.","BA","Europe","Gelsenkirchen",7.1,51.516666666,"Germany","DE","Europe"
"Tourcoing",3.160277777,50.7225,"France","FR","Europe","Bottrop",6.925269444,51.52325,"Germany","DE","Europe"
"Tlemcen",-1.316666666,34.882777777,"Algeria","DZ","Africa","Montpellier",3.877230555,43.610919444,"France","FR","Europe"
"Tlemcen",-1.316666666,34.882777777,"Algeria","DZ","Africa","Sarajevo",18.413055555,43.856388888,"Bosnia and Herz.","BA","Europe"
"Cochabamba",-66.1570139,-17.3935419,"Bolivia","BO","South America","Nantes",-1.553888888,47.217222222,"France","FR","Europe"
"Ordu",37.883333333,40.983333333,"Turkey","TR","Asia","Batumi",41.641666666,41.645833333,"Georgia","GE","Asia"
"Ohrid",20.801944444,41.116944444,"North Macedonia","MK","Europe","Kragujevac",20.939444444,44.014166666,"Serbia","RS","Europe"
"Hîncești",28.593611111,46.825833333,"Moldova","MD","Europe","Ploiești",26.0225,44.941111111,"Romania","RO","Europe"
"Druskininkai",23.9725,54.020555555,"Lithuania","LT","Europe","Hrodna",23.816666666,53.666666666,"Belarus","BY","Europe"
"Ohrid",20.801944444,41.116944444,"North Macedonia","MK","Europe","Windsor",-83.03526,42.31729,"Canada","CA","North America"
"Edineț",27.305,48.168055555,"Moldova","MD","Europe","Kamianets-Podilskyi",26.580555555,48.680555555,"Ukraine","UA","Europe"
"Ocotal",-86.476388888,13.633286111,"Nicaragua","NI","North America","Swindon",-1.781111111,51.558333333,"United Kingdom","GB","Europe"
"Heerenveen",5.933333333,52.95,"Netherlands","NL","Europe","Rishon LeZion",34.8,31.95,"Israel","IL","Asia"
"Coro",-69.681583333,11.395,"Venezuela","VE","South America","Granada",-85.953591666,11.93035,"Nicaragua","NI","North America"
"Salinas",-80.968055555,-2.208333333,"Ecuador","EC","South America","Bat Yam",34.750277777,32.023055555,"Israel","IL","Asia"
"Salto",-60.233333333,-34.283333333,"Argentina","AR","South America","Salto",-57.960555555,-31.388333333,"Uruguay","UY","South America"
"Coro",-69.681583333,11.395,"Venezuela","VE","South America","Torreón",-103.41898,25.54389,"Mexico","MX","North America"
"Oran",-0.633055555,35.696944444,"Algeria","DZ","Africa","Oujda",-1.911388888,34.686666666,"Morocco","MA","Africa"
"Aden",45.033333333,12.8,"Yemen","YE","Asia","Latakia",35.791666666,35.523611111,"Syria","SY","Asia"
"Aden",45.033333333,12.8,"Yemen","YE","Asia","Jeddah",39.172777777,21.542777777,"Saudi Arabia","SA","Asia"
"Oran",-0.633055555,35.696944444,"Algeria","DZ","Africa","Jeddah",39.172777777,21.542777777,"Saudi Arabia","SA","Asia"
"Luxor",32.644444444,25.696666666,"Egypt","EG","Africa","Parintins",-56.735833333,-2.627777777,"Brazil","BR","South America"
"Ittoqqortoormiit",-21.966666666,70.485277777,"Greenland","GL","North America","Aalborg",9.916666666,57.05,"Denmark","DK","Europe"
"Kiryat Shmona",35.569722222,33.2075,"Israel","IL","Asia","Nancy",6.183611111,48.692777777,"France","FR","Europe"
"Kotka",26.945833333,60.466666666,"Finland","FI","Europe","Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Saint Petersburg",30.316666666,59.95,"Russia","RU","Europe"
"Bergen op Zoom",4.3,51.5,"Netherlands","NL","Europe","Edmonton",-113.5,53.533333333,"Canada","CA","North America"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Minsk",27.561837,53.902246,"Belarus","BY","Europe"
"Ramat Gan",34.823541,32.070007,"Israel","IL","Asia","Kassel",9.497916666,51.315777777,"Germany","DE","Europe"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Addis Ababa",38.736944444,9.027222222,"Ethiopia","ET","Africa"
"Ramat Gan",34.823541,32.070007,"Israel","IL","Asia","Penza",45,53.2,"Russia","RU","Europe"
"Alexandroupolis",25.866666666,40.85,"Greece","GR","Europe","Burgas",27.470179,42.502965,"Bulgaria","BG","Europe"
"Ramat Gan",34.823541,32.070007,"Israel","IL","Asia","Strasbourg",7.752222222,48.573333333,"France","FR","Europe"
"Trakai",24.933333333,54.633333333,"Lithuania","LT","Europe","Lutsk",25.324444444,50.747777777,"Ukraine","UA","Europe"
"Ramat Gan",34.823541,32.070007,"Israel","IL","Asia","Rio de Janeiro",-43.205555555,-22.911111111,"Brazil","BR","South America"
"Mérida",-89.62,20.97,"Mexico","MX","North America","Erie",-80.085213888,42.129561111,"United States of America","US","North America"
"Sharur",44.991666666,39.550555555,"Azerbaijan","AZ","Asia","Iğdır",44.045,39.92371,"Turkey","TR","Asia"
"Ensenada",-116.605833333,31.857777777,"Mexico","MX","North America","La Paz",-68.133333333,-16.495833333,"Bolivia","BO","South America"
"Artigas",-56.47043185,-30.40282285,"Uruguay","UY","South America","Arica",-70.321222222,-18.478388888,"Chile","CL","South America"
"Artigas",-56.47043185,-30.40282285,"Uruguay","UY","South America","Paraná",-60.529722222,-31.733055555,"Argentina","AR","South America"
"Preston",-2.698055555,53.759444444,"United Kingdom","GB","Europe","Nîmes",4.359722222,43.838333333,"France","FR","Europe"
"Rustavi",45.011666666,41.543611111,"Georgia","GE","Asia","Ganja",46.360555555,40.682777777,"Azerbaijan","AZ","Asia"
"Ordu",37.883333333,40.983333333,"Turkey","TR","Asia","Ganja",46.360555555,40.682777777,"Azerbaijan","AZ","Asia"
"Rustavi",45.011666666,41.543611111,"Georgia","GE","Asia","Ivano-Frankivsk",24.710555555,48.922777777,"Ukraine","UA","Europe"
"Rustavi",45.011666666,41.543611111,"Georgia","GE","Asia","Vinnytsia",28.467222222,49.237222222,"Ukraine","UA","Europe"
"Tokat",36.554166666,40.309722222,"Turkey","TR","Asia","Denizli",29.096388888,37.783333333,"Turkey","TR","Asia"
"Safi",-9.233333333,32.283333333,"Morocco","MA","Africa","Setúbal",-8.892611111,38.524305555,"Portugal","PT","Europe"
"Rustavi",45.011666666,41.543611111,"Georgia","GE","Asia","Sumgait",49.639722222,40.591666666,"Azerbaijan","AZ","Asia"
"Alexandroupolis",25.866666666,40.85,"Greece","GR","Europe","Simferopol",34.100039,44.948376,"Russia","RU","Europe"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Batumi",41.641666666,41.645833333,"Georgia","GE","Asia"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Nice",7.268333333,43.701944444,"France","FR","Europe"
"Alexandroupolis",25.866666666,40.85,"Greece","GR","Europe","Edirne",26.57361,41.67304,"Turkey","TR","Asia"
"Ramat Gan",34.823541,32.070007,"Israel","IL","Asia","Mendoza",-68.844444444,-32.889722222,"Argentina","AR","South America"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Brașov",25.6,45.65,"Romania","RO","Europe"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Gold Coast",153.4,-28.016666666,"Australia","AU","Oceania"
"Trakai",24.933333333,54.633333333,"Lithuania","LT","Europe","Ivano-Frankivsk",24.710555555,48.922777777,"Ukraine","UA","Europe"
"Kfar Saba",34.907683333,32.185783333,"Israel","IL","Asia","Delft",4.359166666,52.011666666,"Netherlands","NL","Europe"
"Karmiel",35.283333333,32.9,"Israel","IL","Asia","Pittsburgh",-80,40.441666666,"United States of America","US","North America"
"Beit Shemesh",34.988611111,31.751388888,"Israel","IL","Asia","Split",16.44,43.51,"Croatia","HR","Europe"
"Kfar Saba",34.907683333,32.185783333,"Israel","IL","Asia","Wiesbaden",8.24,50.0825,"Germany","DE","Europe"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Leipzig",12.375,51.34,"Germany","DE","Europe"
"Kfar Saba",34.907683333,32.185783333,"Israel","IL","Asia","Mülheim an der Ruhr",6.8825,51.4275,"Germany","DE","Europe"
"Kfar Saba",34.907683333,32.185783333,"Israel","IL","Asia","San José",-84.079580555,9.932511111,"Costa Rica","CR","North America"
"Ma'alot-Tarshiha",35.270833333,33.016666666,"Israel","IL","Asia","Perpignan",2.894722222,42.6975,"France","FR","Europe"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Alicante",-0.483055555,38.345277777,"Spain","ES","Europe"
"Karmiel",35.283333333,32.9,"Israel","IL","Asia","Metz",6.176944444,49.119722222,"France","FR","Europe"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Funchal",-16.916666666,32.65,"Portugal","PT","Europe"
"Prijedor",16.7,44.966666666,"Bosnia and Herz.","BA","Europe","Manisa",27.426388888,38.611944444,"Turkey","TR","Asia"
"Brčko",18.809166666,44.878333333,"Bosnia and Herz.","BA","Europe","Samsun",36.33,41.286666666,"Turkey","TR","Asia"
"Al-Hasakah",40.742222222,36.511666666,"Syria","SY","Asia","Mardin",40.735,37.313055555,"Turkey","TR","Asia"
"Kiryat Shmona",35.569722222,33.2075,"Israel","IL","Asia","Rishon LeZion",34.8,31.95,"Israel","IL","Asia"
"Netanya",34.856666666,32.328611111,"Israel","IL","Asia","Bournemouth",-1.88,50.72,"United Kingdom","GB","Europe"
"Bender",29.483333333,46.833333333,"Moldova","MD","Europe","Beira",34.85,-19.833333333,"Mozambique","MZ","Africa"
"Kotka",26.945833333,60.466666666,"Finland","FI","Europe","Klaipėda",21.135,55.7125,"Lithuania","LT","Europe"
"Petah Tikva",34.883333333,32.083333333,"Israel","IL","Asia","Bacău",26.916666666,46.583333333,"Romania","RO","Europe"
"Coatzacoalcos",-94.463333333,18.135833333,"Mexico","MX","North America","Villahermosa",-92.919416111,17.9878375,"Mexico","MX","North America"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Istanbul",28.960277777,41.01,"Turkey","TR","Asia"
"Artvin",41.8287448,41.1830811,"Turkey","TR","Asia","Oslo",10.738888888,59.913333333,"Norway","NO","Europe"
"Oujda",-1.911388888,34.686666666,"Morocco","MA","Africa","Lille",3.0575,50.631944444,"France","FR","Europe"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Samara",50.116666666,53.183333333,"Russia","RU","Europe"
"Nueva Loja",-76.891111111,0.084444444,"Ecuador","EC","South America","Iquitos",-73.25,-3.733333333,"Peru","PE","South America"
"Ensenada",-116.605833333,31.857777777,"Mexico","MX","North America","La Paz",-110.306666666,24.148611111,"Mexico","MX","North America"
"Cholet",-0.879722222,47.058888888,"France","FR","Europe","Solihull",-1.772,52.413,"United Kingdom","GB","Europe"
"Newcastle upon Tyne",-1.613333333,54.977777777,"United Kingdom","GB","Europe","Hanover",9.738611111,52.374444444,"Germany","DE","Europe"
"Newcastle upon Tyne",-1.613333333,54.977777777,"United Kingdom","GB","Europe","Gelsenkirchen",7.1,51.516666666,"Germany","DE","Europe"
"Rivas",-85.828741666,11.438908333,"Nicaragua","NI","North America","Offenbach am Main",8.766666666,50.1,"Germany","DE","Europe"
"Marijampolė",23.354444444,54.556666666,"Lithuania","LT","Europe","Bergisch Gladbach",7.136666666,50.991666666,"Germany","DE","Europe"
"Tiberias",35.524722222,32.789722222,"Israel","IL","Asia","Milwaukee",-87.95,43.05,"United States of America","US","North America"
"Kiryat Gat",34.771666666,31.606111111,"Israel","IL","Asia","Buffalo",-78.878055555,42.886388888,"United States of America","US","North America"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Bursa",29.080538888,40.191330555,"Turkey","TR","Asia"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Toulon",5.930555555,43.125,"France","FR","Europe"
"Herzliya",34.842222222,32.155555555,"Israel","IL","Asia","Dnipro",35.04,48.4675,"Ukraine","UA","Europe"
"Givatayim",34.811666666,32.069722222,"Israel","IL","Asia","Mulhouse",7.339166666,47.748611111,"France","FR","Europe"
"Givatayim",34.811666666,32.069722222,"Israel","IL","Asia","Oradea",21.921111111,47.072222222,"Romania","RO","Europe"
"Kiryat Motzkin",35.0775,32.836944444,"Israel","IL","Asia","Nyíregyháza",21.7167982,47.9557802,"Hungary","HU","Europe"
"Kfar Saba",34.907683333,32.185783333,"Israel","IL","Asia","Maracaibo",-71.633333333,10.633333333,"Venezuela","VE","South America"
"Givatayim",34.811666666,32.069722222,"Israel","IL","Asia","Arad",21.316666666,46.166666666,"Romania","RO","Europe"
"Suez",32.533333333,29.966666666,"Egypt","EG","Africa","Skopje",21.431666666,41.996111111,"North Macedonia","MK","Europe"
"Exeter",-3.526944444,50.725555555,"United Kingdom","GB","Europe","Rennes",-1.680833333,48.114166666,"France","FR","Europe"
"Port Said",32.306111111,31.2625,"Egypt","EG","Africa","Volgograd",44.514722222,48.708611111,"Russia","RU","Europe"
"Jyväskylä",25.744444444,62.240277777,"Finland","FI","Europe","Yaroslavl",39.85,57.616666666,"Russia","RU","Europe"
"Exeter",-3.526944444,50.725555555,"United Kingdom","GB","Europe","Yaroslavl",39.85,57.616666666,"Russia","RU","Europe"
"Mersin",34.616666666,36.8,"Turkey","TR","Asia","Oberhausen",6.8514,51.4699,"Germany","DE","Europe"
"Stoke-on-Trent",-2.183333333,53,"United Kingdom","GB","Europe","Erlangen",11.004444444,49.596388888,"Germany","DE","Europe"
"Tainan",120.183333333,22.983333333,"Taiwan","CN-TW","Asia","San Jose",-121.872777777,37.304166666,"United States of America","US","North America"
"Panevėžys",24.363888888,55.725,"Lithuania","LT","Europe","Mytishchi",37.733333333,55.916666666,"Russia","RU","Europe"
"Livingstone",25.866666666,-17.85,"Zambia","ZM","Africa","Funchal",-16.916666666,32.65,"Portugal","PT","Europe"
"Panevėžys",24.363888888,55.725,"Lithuania","LT","Europe","Kingston",-76.793055555,17.971388888,"Jamaica","JM","North America"
"Newcastle upon Tyne",-1.613333333,54.977777777,"United Kingdom","GB","Europe","Nancy",6.183611111,48.692777777,"France","FR","Europe"
"Panevėžys",24.363888888,55.725,"Lithuania","LT","Europe","Ivano-Frankivsk",24.710555555,48.922777777,"Ukraine","UA","Europe"
"Panevėžys",24.363888888,55.725,"Lithuania","LT","Europe","Vinnytsia",28.467222222,49.237222222,"Ukraine","UA","Europe"
"El Tocuyo",-69.793055555,9.782222222,"Venezuela","VE","South America","Arequipa",-71.536883333,-16.398763888,"Peru","PE","South America"
"Panevėžys",24.363888888,55.725,"Lithuania","LT","Europe","Rustavi",45.011666666,41.543611111,"Georgia","GE","Asia"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Astrakhan",48.035,46.35,"Russia","RU","Europe"
"Rueil-Malmaison",2.188333333,48.877777777,"France","FR","Europe","Bukhara",64.428611111,39.774722222,"Uzbekistan","UZ","Asia"
"Rueil-Malmaison",2.188333333,48.877777777,"France","FR","Europe","Sarajevo",18.413055555,43.856388888,"Bosnia and Herz.","BA","Europe"
"Artvin",41.8287448,41.1830811,"Turkey","TR","Asia","Batumi",41.641666666,41.645833333,"Georgia","GE","Asia"
"Iquitos",-73.25,-3.733333333,"Peru","PE","South America","Manaus",-60.021666666,-3.118888888,"Brazil","BR","South America"
"Oujda",-1.911388888,34.686666666,"Morocco","MA","Africa","Aix-en-Provence",5.445555555,43.527777777,"France","FR","Europe"
"Irbid",35.85,32.555555555,"Jordan","JO","Asia","Gaziantep",37.379166666,37.062777777,"Turkey","TR","Asia"
"Porvoo",25.663888888,60.393055555,"Finland","FI","Europe","Surgut",73.433333333,61.25,"Russia","RU","Europe"
"Rueil-Malmaison",2.188333333,48.877777777,"France","FR","Europe","Sergiyev Posad",38.133333333,56.3,"Russia","RU","Europe"
"Rosh HaAyin",34.95,32.083333333,"Israel","IL","Asia","Prague",14.421388888,50.0875,"Czechia","CZ","Europe"
"Nahariya",35.0925,33.003611111,"Israel","IL","Asia","Offenbach am Main",8.766666666,50.1,"Germany","DE","Europe"
"Afyonkarahisar",30.538611111,38.758055555,"Turkey","TR","Asia","Muscat",58.592222222,23.613888888,"Oman","OM","Asia"
"Tripoli",35.834444444,34.436666666,"Lebanon","LB","Asia","Manama",50.5775,26.225,"Bahrain","BH","Asia"
"Malatya",38.3094,38.35062,"Turkey","TR","Asia","Bukhara",64.428611111,39.774722222,"Uzbekistan","UZ","Asia"
"Karlovy Vary",12.8725,50.230555555,"Czechia","CZ","Europe","Omsk",73.383333333,54.966666666,"Russia","RU","Europe"
"Chennai",80.275,13.0825,"India","IN","Asia","Volgograd",44.514722222,48.708611111,"Russia","RU","Europe"
"Kota Kinabalu",116.0725,5.975,"Malaysia","MY","Asia","Yeosu",127.662163,34.760689,"South Korea","KR","Asia"
"Patras",21.733333333,38.25,"Greece","GR","Europe","Limassol",33.044286,34.674997,"Cyprus","CY","Asia"
"Mersin",34.616666666,36.8,"Turkey","TR","Asia","Latakia",35.791666666,35.523611111,"Syria","SY","Asia"
"Šiauliai",23.316666666,55.928055555,"Lithuania","LT","Europe","Baranavichy",26.017777777,53.1325,"Belarus","BY","Europe"
"Oujda",-1.911388888,34.686666666,"Morocco","MA","Africa","Jeddah",39.172777777,21.542777777,"Saudi Arabia","SA","Asia"
"Słubice",14.566666666,52.35,"Poland","PL","Europe","Heilbronn",9.217953,49.140428,"Germany","DE","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Zagreb",15.977222222,45.813055555,"Croatia","HR","Europe"
"Latakia",35.791666666,35.523611111,"Syria","SY","Asia","Genoa",8.933983333,44.407186111,"Italy","IT","Europe"
"Volos",22.9425,39.361111111,"Greece","GR","Europe","Le Mans",0.196944444,48.004166666,"France","FR","Europe"
"Otjiwarongo",16.652777777,-20.464166666,"Namibia",NA,"Africa","Windhoek",17.083611111,-22.57,"Namibia",NA,"Africa"
"Taxco de Alarcón",-99.60592,18.55462,"Mexico","MX","North America","Cancun",-86.824811111,21.161416111,"Mexico","MX","North America"
"Manta",-80.7162,-0.950022222,"Ecuador","EC","South America","Acapulco",-99.8901,16.86336,"Mexico","MX","North America"
"Radoviš",22.464444444,41.638055555,"North Macedonia","MK","Europe","Kamianets-Podilskyi",26.580555555,48.680555555,"Ukraine","UA","Europe"
"Grójec",20.8675,51.865555555,"Poland","PL","Europe","Copenhagen",12.568888888,55.676111111,"Denmark","DK","Europe"
"Prague",14.421388888,50.0875,"Czechia","CZ","Europe","Taipei",121.5625,25.0375,"Taiwan","CN-TW","Asia"
"Kolkata",88.3638815,22.5726723,"India","IN","Asia","Naples",14.248611111,40.835833333,"Italy","IT","Europe"
"Greater Sudbury",-81.01,46.49,"Canada","CA","North America","Gomel",30.983333333,52.441666666,"Belarus","BY","Europe"
"Chennai",80.275,13.0825,"India","IN","Asia","Chemnitz",12.916666666,50.833333333,"Germany","DE","Europe"
"Kolkata",88.3638815,22.5726723,"India","IN","Asia","Karachi",67.01,24.86,"Pakistan","PK","Asia"
"Volos",22.9425,39.361111111,"Greece","GR","Europe","Antofagasta",-70.398055555,-23.646388888,"Chile","CL","South America"
"Hamilton",175.283333333,-37.783333333,"New Zealand","NZ","Oceania","Chillán",-72.1033,-36.6067,"Chile","CL","South America"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Elista",44.266666666,46.316666666,"Russia","RU","Europe"
"Gyumri",43.833333333,40.783333333,"Armenia","AM","Asia","Osasco",-46.791944444,-23.532777777,"Brazil","BR","South America"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Orenburg",55.1,51.766666666,"Russia","RU","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Tirana",19.817777777,41.328888888,"Albania","AL","Europe"
"Volos",22.9425,39.361111111,"Greece","GR","Europe","Batumi",41.641666666,41.645833333,"Georgia","GE","Asia"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Edirne",26.57361,41.67304,"Turkey","TR","Asia"
"San Carlos",-84.778344444,11.123038888,"Nicaragua","NI","North America","Nuremberg",11.0775,49.453888888,"Germany","DE","Europe"
"Port Mathurin",63.421111111,-19.683333333,"Mauritius","MU","Africa","Port Louis",57.498888888,-20.161944444,"Mauritius","MU","Africa"
"Khoni",42.422777777,42.326388888,"Georgia","GE","Asia","Elista",44.266666666,46.316666666,"Russia","RU","Europe"
"Rufisque",-17.272305555,14.714027777,"Senegal","SN","Africa","Rio de Janeiro",-43.205555555,-22.911111111,"Brazil","BR","South America"
"Oyo",3.933333333,7.833333333,"Nigeria","NG","Africa","Rio de Janeiro",-43.205555555,-22.911111111,"Brazil","BR","South America"
"Gurjaani",45.794166666,41.744444444,"Georgia","GE","Asia","Dnipro",35.04,48.4675,"Ukraine","UA","Europe"
"Trujillo",-85.952958333,15.917936111,"Honduras","HN","North America","Trujillo",-79.028888888,-8.111944444,"Peru","PE","South America"
"Fada N’Gourma",0.366666666,12.05,"Burkina Faso","BF","Africa","Tamale",-0.853333333,9.4075,"Ghana","GH","Africa"
"Minna",6.556944444,9.613888888,"Nigeria","NG","Africa","Dakhla",-15.95,23.716666666,"Morocco","MA","Africa"
"Joensuu",29.763888888,62.6,"Finland","FI","Europe","Vilnius",25.28,54.687222222,"Lithuania","LT","Europe"
"Constantine",6.614722222,36.365,"Algeria","DZ","Africa","Istanbul",28.960277777,41.01,"Turkey","TR","Asia"
"Mardin",40.735,37.313055555,"Turkey","TR","Asia","Ljubljana",14.506111111,46.051388888,"Slovenia","SI","Europe"
"Safed",35.498333333,32.965833333,"Israel","IL","Asia","Lille",3.0575,50.631944444,"France","FR","Europe"
"Zonguldak",31.783333333,41.45,"Turkey","TR","Asia","Maribor",15.633333333,46.55,"Slovenia","SI","Europe"
"Constantine",6.614722222,36.365,"Algeria","DZ","Africa","Grenoble",5.726388888,45.186944444,"France","FR","Europe"
"Blantyre",35.005833333,-15.786111111,"Malawi","MW","Africa","Hanover",9.738611111,52.374444444,"Germany","DE","Europe"
"Joensuu",29.763888888,62.6,"Finland","FI","Europe","Petrozavodsk",34.35,61.783333333,"Russia","RU","Europe"
"Kavala",24.40687,40.93959,"Greece","GR","Europe","Nuremberg",11.0775,49.453888888,"Germany","DE","Europe"
"Poti",41.666666666,42.15,"Georgia","GE","Asia","Burgas",27.470179,42.502965,"Bulgaria","BG","Europe"
"Kolkata",88.3638815,22.5726723,"India","IN","Asia","Thessaloniki",22.935555555,40.640277777,"Greece","GR","Europe"
"Barcelona",-64.683333333,10.133333333,"Venezuela","VE","South America","Coimbra",-8.428888888,40.211111111,"Portugal","PT","Europe"
"Torreón",-103.41898,25.54389,"Mexico","MX","North America","Saltillo",-100.991944444,25.423055555,"Mexico","MX","North America"
"Świdnica",16.48859,50.84378,"Poland","PL","Europe","Ivano-Frankivsk",24.710555555,48.922777777,"Ukraine","UA","Europe"
"Torreón",-103.41898,25.54389,"Mexico","MX","North America","Hermosillo",-110.958333333,29.075,"Mexico","MX","North America"
"Torreón",-103.41898,25.54389,"Mexico","MX","North America","Xalapa",-96.91589,19.53124,"Mexico","MX","North America"
"Hebron",35.098611111,31.535,"Palestine","PS","Asia","Rio de Janeiro",-43.205555555,-22.911111111,"Brazil","BR","South America"
"Nof HaGalil",35.324722222,32.708055555,"Israel","IL","Asia","Saint-Étienne",4.389722222,45.433888888,"France","FR","Europe"
"Nof HaGalil",35.324722222,32.708055555,"Israel","IL","Asia","San Miguel de Tucumán",-65.216666666,-26.816666666,"Argentina","AR","South America"
"Tripoli",35.834444444,34.436666666,"Lebanon","LB","Asia","Gaziantep",37.379166666,37.062777777,"Turkey","TR","Asia"
"Modi'in-Maccabim-Re'ut",34.985555555,31.933888888,"Israel","IL","Asia","Banja Luka",17.1925,44.7725,"Bosnia and Herz.","BA","Europe"
"Nof HaGalil",35.324722222,32.708055555,"Israel","IL","Asia","Chernivtsi",25.934444444,48.290833333,"Ukraine","UA","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Durrës",19.445833333,41.313333333,"Albania","AL","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Shkodër",19.5,42.066666666,"Albania","AL","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Vlorë",19.483333333,40.45,"Albania","AL","Europe"
"Volos",22.9425,39.361111111,"Greece","GR","Europe","Pleven",24.616916,43.413188,"Bulgaria","BG","Europe"
"Prizren",20.74,42.23,"Kosovo","XK","Europe","Amasya",35.833333333,40.65,"Turkey","TR","Asia"
"Gyumri",43.833333333,40.783333333,"Armenia","AM","Asia","Kutaisi",42.705555555,42.271666666,"Georgia","GE","Asia"
"Nikšić",18.94,42.78,"Montenegro","ME","Europe","Tuzla",18.66709,44.53842,"Bosnia and Herz.","BA","Europe"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Sumgait",49.639722222,40.591666666,"Azerbaijan","AZ","Asia"
"Kitchener",-80.483333333,43.45,"Canada","CA","North America","Kumasi",-1.625,6.7,"Ghana","GH","Africa"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Gorgan",54.43,36.846666666,"Iran","IR","Asia"
"Aktau",51.1575,43.6525,"Kazakhstan","KZ","Asia","Atyrau",51.883333333,47.116666666,"Kazakhstan","KZ","Asia"
"Torreón",-103.41898,25.54389,"Mexico","MX","North America","Reynosa",-98.277777777,26.092222222,"Mexico","MX","North America"
"Ramallah",35.201666666,31.896944444,"Palestine","PS","Asia","Bordeaux",-0.579444444,44.837777777,"France","FR","Europe"
"Bitola",21.334722222,41.031944444,"North Macedonia","MK","Europe","Rijeka",14.433333333,45.333333333,"Croatia","HR","Europe"
"Prilep",21.554166666,41.346388888,"North Macedonia","MK","Europe","Verona",10.992777777,45.438611111,"Italy","IT","Europe"
"Ramallah",35.201666666,31.896944444,"Palestine","PS","Asia","Liège",5.570555555,50.639722222,"Belgium","BE","Europe"
"Bitola",21.334722222,41.031944444,"North Macedonia","MK","Europe","Ferrara",11.619865,44.835297,"Italy","IT","Europe"
"Ramallah",35.201666666,31.896944444,"Palestine","PS","Asia","Trondheim",10.4,63.44,"Norway","NO","Europe"
